url,type,Category,url_len,domain,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address
http://mic.com/articles/105798/16-run-the-jewels-lines-that-captured-what-it-was-like-to-be-alive-in-2014,benign,0,105,mic.com,0,0,15,0,1,0,0,0,0,0,0,0,1,1,0,12,71,0,0
http://50.97.97.25/~silkw059/CieloPortal/index.html,phishing,1,51,,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,11,29,0,1
http://nypost.com/2015/05/03/save-central-park-from-the-attack-of-the-monster-buildings/,benign,0,88,nypost.com,0,0,9,0,1,0,0,0,0,0,0,0,1,1,0,8,62,1,0
http://twalogisticsltd.co.uk/home.feed?type=rss,defacement,1,47,twalogisticsltd.co.uk,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,38,0,0
http://katproxy.com/desktop-wallpapers-girls-1680x1050-4186x2727-100pcs-2015-jpg-t10632368.html,benign,0,95,katproxy.com,0,0,8,0,2,0,0,0,0,0,0,0,1,1,0,31,50,0,0
http://connexion3.gr/en/news/31-h-ion-amigdalou-taxideyei,defacement,1,57,connexion3.gr,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,3,43,0,0
http://wandern-in-griechenland.de/fotogalerie/dodekanes?page=3&catpage=1,defacement,1,72,wandern-in-griechenland.de,0,1,2,2,1,0,0,0,0,0,0,0,1,1,0,2,58,0,0
http://brocantezussen.nl/index.php?page=shop.browse&category_id=11&option=com_virtuemart&Itemid=4,defacement,1,97,brocantezussen.nl,0,1,0,4,3,0,0,0,0,0,0,0,1,1,0,3,77,0,0
http://feuerwehr-treuenbrietzen.de/index.php?option=com_reports&task=show&id=208&Itemid=4,defacement,1,89,feuerwehr-treuenbrietzen.de,0,1,1,4,2,0,0,0,0,0,0,0,1,1,0,4,69,0,0
http://thenextweb.com/insider/2014/11/19/mobile-rewards-specialist-kiip-announces-white-label-loyalty-platform-brands/gtm.start,benign,0,127,thenextweb.com,0,0,9,0,2,0,0,0,0,0,0,0,1,1,0,8,99,0,0
http://seekingalpha.com/author/the-value-portfolio/research?source=follow_top_learn_more,benign,0,88,seekingalpha.com,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,74,0,0
http://mundialpisoseblocos.com.br/index.php?option=com_banners&task=click&bid=3,defacement,1,79,mundialpisoseblocos.com.br,0,1,0,3,3,0,0,0,0,0,0,0,1,1,0,1,64,0,0
http://patrikcase.com/index.php?option=com_virtuemart&Itemid=21,defacement,1,63,patrikcase.com,0,1,0,2,2,0,0,0,0,0,0,0,1,1,0,2,50,0,0
