url,type,Category,url_len,domain,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address
http://censor.net.ua/jokes/all/page/1/hero/0/category/119/interval/5/author/0/sortby/date,benign,0,89,censor.net.ua,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,7,63,0,0
http://egejewelry.com/index.php?option=com_rsgallery2&page=inline&id=7,defacement,1,70,egejewelry.com,0,1,0,3,2,0,0,0,0,0,0,0,1,1,0,2,55,0,0
http://wsdconsultoria.com.br/index.html?p=122&replytocom=23,defacement,1,59,wsdconsultoria.com.br,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,5,43,0,0
http://qz.com/388937/a-magnetic-train-could-get-you-from-new-york-to-miami-in-under-4-hours/,benign,0,92,qz.com,0,0,14,0,1,0,0,0,0,0,0,0,1,1,0,7,64,0,0
http://openup.nl/over-openup-jong/contact,defacement,1,41,openup.nl,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,33,0,0
http://larcadelcarnevale.com/banners/ristorante-spaziani,defacement,1,56,larcadelcarnevale.com,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,49,0,0
http://mariamagdalena-bogatynia.pl/index.php?option=com_rsgallery2&gid=3&Itemid=67&limitstart=9,defacement,1,95,mariamagdalena-bogatynia.pl,0,1,1,4,2,0,0,0,0,0,0,0,1,1,0,5,74,0,0
http://astore.amazon.co.uk/allezvinsfrenchr/detail/0714834491/026-8324244-9330038,malware,1,81,astore.amazon.co.uk,0,0,2,0,3,0,0,0,0,0,0,0,1,1,0,27,42,0,0
http://wijstaanvoordewijk.nl/projecten/scoren-voor-gezondheid.html,defacement,1,66,wijstaanvoordewijk.nl,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,57,0,0
http://thenextweb.com/apps/2010/07/21/the-ipad-just-got-a-game-changing-news-reader-its-called-flipboard/,benign,0,105,thenextweb.com,0,0,11,0,1,0,0,0,0,0,0,0,1,1,0,8,76,0,0
http://wuesthof-gladiator.de/index.php?option=com_content&view=article&id=55&Itemid=81,defacement,1,86,wuesthof-gladiator.de,0,1,1,4,2,0,0,0,0,0,0,0,1,1,0,4,66,0,0
https://medium.com/@DevasaurusRex/i-don-t-care-if-you-don-t-love-me-29ff62ebf24c?source=has-recommended,benign,0,103,medium.com,1,1,11,1,1,0,0,0,0,0,0,0,1,1,1,6,77,0,0
http://censor.net.ua/video_news/335116/vzletnoposadochnaya_polosa_donetskogo_aeroporta_ne_vyvedena_iz_stroya_svejie_kadry_bespilotnika_video,benign,0,140,censor.net.ua,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,6,114,0,0
http://kizi.com/videos/danny-padilla-ally-hills-its-the-hard-knock-life-loop-pedal-cover,benign,0,88,kizi.com,0,0,11,0,1,0,0,0,0,0,0,0,1,1,0,0,71,0,0
http://polska.travel.pl/pogoda-polska/lodz/pogoda-polska/gdansk/1?miasto=26,malware,1,75,polska.travel.pl,0,1,2,1,2,0,0,0,0,0,0,0,1,1,0,3,58,0,0
http://kakaku.com/pc/interface-card/ranking_0567/pricedown/div-gpt-ad-k/header_text,benign,0,83,kakaku.com,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,4,63,0,0
http://alviksby.se/index.php?option=com_user&view=reset,defacement,1,55,alviksby.se,0,1,0,2,2,0,0,0,0,0,0,0,1,1,0,0,44,0,0
http://pmu-pleven.com/index.php?option=com_content&view=article&id=25:2009-12-21-21-45-59&catid=14&Itemid=67,defacement,1,108,pmu-pleven.com,0,1,6,5,2,0,0,0,0,0,0,0,1,1,0,20,64,0,0
http://gizmodo.com/how-can-i-get-this-horse-powered-garbage-truck-to-my-ne-1704240608,benign,0,85,gizmodo.com,0,0,12,0,1,0,0,0,0,0,0,0,1,1,0,10,58,0,0
http://yuehui001.com/zhongyaomeibai/197.html,defacement,1,44,yuehui001.com,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,6,31,0,0
http://distractify.com/Myka-Fox/this-little-piggy-stayed-at-the-market-for-six-years/,benign,0,85,distractify.com,0,0,10,0,1,0,0,0,0,0,0,0,1,1,0,0,68,0,0
http://learnpolish-online.pl/en/our-offer.html,defacement,1,46,learnpolish-online.pl,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,37,0,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.eu-id3.net/identify-customer=sQmJkKE52ltHN4mkmB5KT6t34eqvpW3Jr5wDFo4yXw6U9CqiCvHKLLzZHTP8wr96uLOpOFMgl5A1PxAiFYsnSy7iqyMpnzQYrv1e/,phishing,1,198,appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.eu-id3.net,0,0,3,1,10,0,0,0,0,0,0,0,1,1,0,21,158,0,0
http://babal.net/games/view/3/%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A9,benign,0,140,babal.net,0,0,2,0,1,0,36,0,0,0,0,0,1,1,0,40,54,0,0
http://veiculoseguro.com.br/index.php?view=article&catid=36:recuperacao-de-credito&id=93:vs-cred-mais&format=pdf&option=com_content&Itemid=107,defacement,1,142,veiculoseguro.com.br,0,1,4,6,3,0,0,0,0,0,0,0,1,1,0,7,109,0,0
http://artedesignsas.it/component/user/reset.html,defacement,1,49,artedesignsas.it,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,41,0,0
http://rickandbobo.com/user-registration/reset.htm,defacement,1,50,rickandbobo.com,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,42,0,0
http://itapoatelhados.com.br/site/index.php?option=com_content&view=article&id=4&Itemid=2,defacement,1,89,itapoatelhados.com.br,0,1,0,4,3,0,0,0,0,0,0,0,1,1,0,2,70,0,0
