url,type,Category,url_len,domain,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address
http://sorelia-sa.com/index.php?option=com_contact&view=contact&id=1&Itemid=71&lang=fr,defacement,1,86,sorelia-sa.com,0,1,1,5,2,0,0,0,0,0,0,0,1,1,0,3,65,0,0
http://kuncorporation.com/chinamex/Paypal_Virefication/,phishing,1,55,kuncorporation.com,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,47,0,0
http://unikate-von-alexa.de/index.php?option=com_phocagallery&view=detail&catid=1:schmuck&id=272:juli-2010-101&tmpl=component&Itemid=8,defacement,1,134,unikate-von-alexa.de,0,1,4,6,2,0,0,0,0,0,0,0,1,1,0,12,97,0,0
http://lacasadesirio.com/index.php?option=com_content&view=article&id=90&Itemid=3,defacement,1,81,lacasadesirio.com,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,3,63,0,0
http://buzzfil.net/article/5370/c-mignon/ce-qu-elle-fit-a-son-entree-soutira-quelques-larmes-a-son-homme-2.html?href=inner_website,benign,0,130,buzzfil.net,0,1,14,1,2,0,0,0,0,0,0,0,1,1,0,5,99,0,0
http://cox.com/residential/support/internet/articles.cox?catId=p2_in-home_wifi&catName=SW4tSG9tZSBXaUZpc9o5x&prodId=p1_internet,benign,0,127,cox.com,0,1,1,3,2,0,0,0,0,0,0,0,1,1,0,6,102,1,0
http://schattle.de/home-mainmenu-1/22-news/51-website-berthold-hemmen-veroeffentlicht.html,defacement,1,90,schattle.de,0,0,7,0,2,0,0,0,0,0,0,0,1,1,0,5,70,0,0
http://themeforest.net/item/qalami-personal-wordpress-blog-theme/full_screen_preview/10164723,benign,0,93,themeforest.net,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,8,71,0,0
http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=107&lang=,defacement,1,96,galiciainterior.com,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,3,77,0,0
http://amusementlamp.com/en/Amusement-Led-Lamp-Housing-97-1.html,defacement,1,64,amusementlamp.com,0,0,5,0,2,0,0,0,0,0,0,0,1,1,0,3,49,0,0
http://kenh14.vn/la-cool/gap-go-19-chu-cun-dang-yeu-giup-ban-vuot-qua-nhung-met-moi-cua-ky-thi-2015051304496185.chn,benign,0,115,kenh14.vn,0,0,18,0,2,0,0,0,0,0,0,0,1,1,0,20,70,0,0
http://symedin.com/plus/feedback.php?aid=36&ftype=feedback,defacement,1,58,symedin.com,0,1,0,2,2,0,0,0,0,0,0,0,1,1,0,2,45,0,0
http://capella.nl/nl/bestellen/prijslijst.html,defacement,1,46,capella.nl,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,38,0,0
http://patrikcase.com/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=12&category_id=4&option=com_virtuemart&Itemid=7,defacement,1,136,patrikcase.com,0,1,0,6,4,0,0,0,0,0,0,0,1,1,0,4,108,0,0
http://tobogo.net/cdsb/board.php?board=scary&bm=view&no=121&category=&auth=&page=1&search=&keyword=&recom=,benign,0,106,tobogo.net,0,1,0,9,2,0,0,0,0,0,0,0,1,1,0,4,77,0,0
http://multimediaweb.eu/it.html,defacement,1,31,multimediaweb.eu,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,25,0,0
http://cartasi.it.fp95bf1tbpakr3izynwlbulhzw7jjcfz.a02gzlhfl8p41nsp2fr3zcaoy7y904ya.4pgtadocb563ioi0tz3is3xhzmgyfey0.uusly8na2jt0y20hr2q0tehiqnxwsmvc.heo7c2w4bq41i3ypuepeixczkavsmhvj.mzforcitjbjr5h8pmmjvjmkm7dpdoypo.totallytech.it/gtwpages/,phishing,1,240,cartasi.it.fp95bf1tbpakr3izynwlbulhzw7jjcfz.a02gzlhfl8p41nsp2fr3zcaoy7y904ya.4pgtadocb563ioi0tz3is3xhzmgyfey0.uusly8na2jt0y20hr2q0tehiqnxwsmvc.heo7c2w4bq41i3ypuepeixczkavsmhvj.mzforcitjbjr5h8pmmjvjmkm7dpdoypo.totallytech.it,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,40,186,0,0
http://ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=18&vsig4_1=3,defacement,1,65,ijsbaanapeldoorn.nl,0,1,1,2,2,0,0,0,0,0,0,0,1,1,0,7,45,0,0
http://jetcon.dk/index.php?option=com_content&view=category&layout=blog&id=7&Itemid=14,defacement,1,86,jetcon.dk,0,1,0,5,2,0,0,0,0,0,0,0,1,1,0,3,66,0,0
http://motthegioi.vn/the-gioi-xe/o-to-chat-luong-cao-cua-an-do-duoc-lap-rap-tai-viet-nam-188035.html,benign,0,100,motthegioi.vn,0,0,16,0,2,0,0,0,0,0,0,0,1,1,0,6,71,0,0
http://dalisport.si/index.php?option=com_content&view=article&id=64&Itemid=85,defacement,1,77,dalisport.si,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,4,58,0,0
http://abdn.ac.uk/registry/courses/course.php?Code=DB3001,malware,1,57,abdn.ac.uk,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,4,42,0,0
http://suttoncoldfieldearlyyearsforum.co.uk/index.php?option=com_sobi2&sobi2Task=sobi2Details&sobi2Id=11&Itemid=53,defacement,1,114,suttoncoldfieldearlyyearsforum.co.uk,0,1,0,4,3,0,0,0,0,0,0,0,1,1,0,8,90,0,0
http://kenh14.vn/tv-show/vietnam-idol-em-trai-hot-boy-cua-ho-vinh-khoa-muon-chinh-phuc-thu-minh-20150410110940223.chn,benign,0,117,kenh14.vn,0,0,16,0,2,0,0,0,0,0,0,0,1,1,0,19,75,0,0
http://ink361.com/app/users/ig-16389033/sneakernews/photos/ig-984093948857223941_16389033,benign,0,89,ink361.com,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,37,39,0,0
