url,type,Category,url_len,domain,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address
http://markeven.it/ricerca-semiotica-integrata.html,defacement,1,51,markeven.it,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,43,0,0
http://aolpictures.aol.co.uk/galleries/tags/outdoor%20pictures/page3,malware,1,68,aolpictures.aol.co.uk,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,3,54,0,0
http://pornsharing.com/aleska-diamond-gets-her-face-sprayed-with-cum-many-times_v52105,benign,0,86,pornsharing.com,0,0,9,0,1,0,0,0,0,0,0,0,1,1,0,5,66,0,0
http://salsven.com/index.php?option=com_content&view=article&id=74:doers-planners-and-planning-doers&catid=42:cio-blog&Itemid=62,defacement,1,128,salsven.com,0,1,5,5,2,0,0,0,0,0,0,0,1,1,0,6,98,0,0
http://dhc-sport.com/index.php?option=com_user&view=reset,defacement,1,57,dhc-sport.com,0,1,1,2,2,0,0,0,0,0,0,0,1,1,0,0,45,1,0
http://archives.li.man.ac.uk/ead/search/?operation=summary&rsid=dc.title%20any/relevant/proxinfo%20%22First%20Sequence%20of%20Correspondence%20Files%20from%20Accession%202%20%22&firstrec=7941&numreq=20&highlight=0&hitposition=7940,malware,1,230,archives.li.man.ac.uk,0,1,0,6,5,0,12,0,0,0,0,0,1,1,0,36,157,0,0
http://aluminiumspecials.nl/aluminium-specials-bedrijfsinformatie/aluminium-specials-contact.html?tmpl=component&print=1&page=,defacement,1,126,aluminiumspecials.nl,0,1,4,3,2,0,0,0,0,0,0,0,1,1,0,1,108,0,0
http://fb.com.accounts.login.userid.304445.face93.com/th2/,phishing,1,58,fb.com.accounts.login.userid.304445.face93.com,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,9,37,0,0
http://masseyfergusonsocialclub.co.uk/index.php?option=com_content&view=article&id=44&Itemid=53,defacement,1,95,masseyfergusonsocialclub.co.uk,0,1,0,4,3,0,0,0,0,0,0,0,1,1,0,4,75,0,0
http://extratorrent.cc/torrent_download/4190340/Maya.the.Bee.Movie.2014.BRRip.XviD.AC3-EVO.torrent,benign,0,98,extratorrent.cc,0,0,1,0,9,0,0,0,0,0,0,0,1,1,0,12,69,0,0
http://jezebel.com/testicles-have-taste-receptors-do-with-that-what-you-w-645425792/+tcraggs22,benign,0,94,jezebel.com,0,0,10,0,1,0,0,1,0,0,0,0,1,1,0,11,66,0,0
http://belmontbaptistchurch.com/index.php?option=com_wpmu&blog_id=1&p=15&Itemid=255,defacement,1,83,belmontbaptistchurch.com,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,6,61,0,0
http://prontoenvios.com.co/prontoweb/index.php?option=com_wrapper&view=wrapper&Itemid=238,defacement,1,89,prontoenvios.com.co,0,1,0,3,3,0,0,0,0,0,0,0,1,1,0,3,71,0,0
http://internationalarenaproducts.com/home/about-iap/67,defacement,1,55,internationalarenaproducts.com,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,45,0,0
http://haciendadelastorres.com.mx/index.php?ind=9,defacement,1,49,haciendadelastorres.com.mx,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,39,0,0
http://sydsfj.com/product/html/89.html,defacement,1,38,sydsfj.com,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,28,0,0
http://casuarinamedia.com.au/index.php?option=com_content&view=article&id=59:village-well&catid=25:documentaries&Itemid=44,defacement,1,122,casuarinamedia.com.au,0,1,1,5,3,0,0,0,0,0,0,0,1,1,0,6,95,0,0
http://fiberex.com/modules/mod_wrapper/logon.htm,phishing,1,48,fiberex.com,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,39,1,0
http://bullshappiness.com/nl/shows.html?start=20,defacement,1,48,bullshappiness.com,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,2,37,0,0
http://diariodigitalgestor.es/index.php?view=article&catid=1:historico&id=795:aeca-contabilidad-y-auditoria-num545&format=pdf&option=com_content,defacement,1,144,diariodigitalgestor.es,0,1,4,5,2,0,0,0,0,0,0,0,1,1,0,7,114,0,0
http://dynamicstrategies.com.au/making-culture-do-able,defacement,1,54,dynamicstrategies.com.au,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,45,0,0
http://mygerman.info/index.php,defacement,1,30,mygerman.info,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,24,0,0
http://vittorioguzzo.it/video-gallery.html,defacement,1,42,vittorioguzzo.it,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,35,0,0
