url,type,Category,url_len,domain,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%B4%A0%E4%BA%BA%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FfCPw0yNTFe21bJLj+%E8%8C%A8%E5%9F%8E%E5%87%BA%E8%BA%AB%E3%80%80%E3%81%95%E3%81%8D%EF%BC%8824%EF%BC%89+%23ero+%23douga+%23agesage,benign,0,264,twitter.com,0,1,1,1,2,0,59,5,0,0,0,0,1,1,0,73,118,0,0
http://avalancha.org/sierra-de-guara/alquezar.html,defacement,1,50,avalancha.org,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,41,0,0
http://techcrunch.com/2014/12/08/transcriptic-will-do-free-lab-work-for-y-combinators-biotech-startups/,benign,0,103,techcrunch.com,0,0,10,0,1,0,0,0,0,0,0,0,1,1,0,8,76,0,0
http://korexshop.sk/index.php?view=article&id=1:obchodne-podmienky&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=73,defacement,1,139,korexshop.sk,0,1,1,8,2,0,0,0,0,0,0,0,1,1,0,4,110,0,0
http://masseny.de/index.php?option=com_phocagallery&view=category&id=20:gernsbach-2012&Itemid=39,defacement,1,96,masseny.de,0,1,1,4,2,0,0,0,0,0,0,0,1,1,0,8,71,0,0
http://simmeurope.com/index.php?view=article&id=32:simmeurope-&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=3,defacement,1,134,simmeurope.com,0,1,1,8,2,0,0,0,0,0,0,0,1,1,0,4,105,0,0
http://2duwo.com/index.php/en/video?fontstyle=f-larger,defacement,1,54,2duwo.com,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,1,42,0,0
http://facebook.com/plugins/like.php?locale=en_US&href={location_href}&layout=button_count&show_faces=true&width=500&action=like&font&colorscheme=light&height=23,malware,1,161,facebook.com,0,1,0,8,2,0,0,0,0,0,0,0,1,1,0,5,126,0,0
http://rabbikramerslegacy.com/index.html,defacement,1,40,rabbikramerslegacy.com,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,34,0,0
http://biker-shg.de/index.php?option=com_easygb&Itemid=59,defacement,1,57,biker-shg.de,0,1,1,2,2,0,0,0,0,0,0,0,1,1,0,2,43,0,0
http://jalopnik.com/5936237/are-these-horrific-characters-the-new-villains-in-mad-max-fury-road,benign,0,95,jalopnik.com,0,0,11,0,1,0,0,0,0,0,0,0,1,1,0,7,71,0,0
http://iremshrine.com/irem-officers/15-divan/121-paul-l-detwiler-iii,defacement,1,68,iremshrine.com,0,0,6,0,1,0,0,0,0,0,0,0,1,1,0,5,50,0,0
http://franekwilkomirski.pl/galeria/category/17-dwa-kroki-milowe.html,defacement,1,69,franekwilkomirski.pl,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,2,56,0,0
http://silviastefani.it/administrator/wellsfargo.com/wellsfargo/zooka11.php?id,phishing,1,78,silviastefani.it,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,2,65,0,0
http://sprint.com/business/solutions/mobility_security_and_management/sprint_management_services/index.html,benign,0,107,sprint.com,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,92,1,0
http://alexanderstiftung.de/index.php?view=article&catid=13:wolfgang-alexander&id=6:wolfgang-alexander&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=4,defacement,1,174,alexanderstiftung.de,0,1,2,9,2,0,0,0,0,0,0,0,1,1,0,5,140,0,0
http://bakfietsservice.nl/index.php?option=com_content&view=category&layout=blog&id=31&Itemid=46&limitstart=9,defacement,1,109,bakfietsservice.nl,0,1,0,6,2,0,0,0,0,0,0,0,1,1,0,5,85,0,0
http://kidscentrale.nl/index.php?option=com_sobi2&letter=Z&Itemid=44,defacement,1,68,kidscentrale.nl,0,1,0,3,2,0,0,0,0,0,0,0,1,1,0,3,52,0,0
http://javadoplant.com/es/component/content/article/4-overige/349-wij-wensen-u.html,defacement,1,83,javadoplant.com,0,0,4,0,2,0,0,0,0,0,0,0,1,1,0,4,64,1,0
