url,type,Category,url_len,domain,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address
http://awakeningspolefitness.com/index.php?option=com_content&view=article&id=90:ginger&catid=9:instructors&Itemid=8,defacement,1,116,awakeningspolefitness.com,0,1,0,5,2,0,0,0,0,0,0,0,1,1,0,4,93,0,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify5.id8-eu.co.uk/identify-customer=C6CsUN8u5ANtjPQSD4WuNjaDXUwPHqhw7aUqAV5pwOBPuJtxHklmtBTDp42gMYiDwQHMGLEAwDzRwFKE0hBGPR2EhHObtDuoKR1o/,phishing,1,200,appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify5.id8-eu.co.uk,0,0,3,1,11,0,0,0,0,0,0,0,1,1,0,13,167,0,0
http://sementimenzo.it/prodotti/veccia-ereica.html,defacement,1,50,sementimenzo.it,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,42,0,0
https://medium.com/@bennettfeely/css-blend-modes-could-be-the-next-big-thing-in-web-design-6b51bf53743a,benign,0,103,medium.com,1,0,12,0,1,0,0,0,0,0,0,0,1,1,1,8,76,0,0
http://ferienwohnungen-in-nordfriesland.de/veranstaltungen-in-nordfriesland/details/5-38-nospa-wintermarathon-husum.html,defacement,1,120,ferienwohnungen-in-nordfriesland.de,0,0,8,0,2,0,0,0,0,0,0,0,1,1,0,3,101,0,0
http://djsipke.nl/foto-album/5-druiprock-2010/detail/303-p8148764.html?tmpl=component,defacement,1,85,djsipke.nl,0,1,4,1,2,0,0,0,0,0,0,0,1,1,0,15,55,0,0
http://aerade.cranfield.ac.uk/docsupply.php?aid=6499,malware,1,52,aerade.cranfield.ac.uk,0,1,0,1,4,0,0,0,0,0,0,0,1,1,0,4,38,0,0
http://sandomenicoresidence.com/index.php?option=com_content&view=article&id=28&Itemid=5&lang=it,defacement,1,96,sandomenicoresidence.com,0,1,0,5,2,0,0,0,0,0,0,0,1,1,0,3,76,0,0
http://torcache.net/torrent/64E9C8A442ECC9ABB8AFE5D843D5E8E0F3FFB6A3.torrent?title=[kickass.to]avengers.age.of.ultron.2015.cam.michqaudio.x264.cpg,benign,0,146,torcache.net,0,1,0,1,11,0,0,0,0,0,0,0,1,1,0,26,100,0,0
http://webcamsocial.com/index.php?option=com_community&view=profile&userid=167&Itemid=37,defacement,1,88,webcamsocial.com,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,5,68,0,0
http://welcoms.co.uk/index.php?option=com_virtuemart&page=shop.browse&category_id=4&Itemid=63,defacement,1,93,welcoms.co.uk,0,1,0,4,4,0,0,0,0,0,0,0,1,1,0,3,72,0,0
http://boxingnovascotia.com/index.php?option=com_jcalpro&Itemid=17&extmode=cat&cat_id=3,defacement,1,87,boxingnovascotia.com,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,3,68,0,0
http://internationalarenaproducts.com/request-quote,defacement,1,51,internationalarenaproducts.com,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,45,0,0
http://depositphotos.com/70267583/stock-photo-creativity-team-working-together.html,benign,0,83,depositphotos.com,0,0,5,0,2,0,0,0,0,0,0,0,1,1,0,8,63,0,0
http://svehla.at/cms/index.php?option=com_content&view=article&id=69&Itemid=60,defacement,1,78,svehla.at,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,4,58,0,0
http://easylivinggreenproducts.com.au/shop.html?page=shop.product_details&category_id=26&flypage=flypage.tpl&product_id=4,defacement,1,121,easylivinggreenproducts.com.au,0,1,0,4,5,0,0,0,0,0,0,0,1,1,0,3,98,0,0
http://sprintcar.ro/produse-chimice/lacuri-acrilice/142-lac-acrylic-vantix-h69.html,defacement,1,83,sprintcar.ro,0,0,6,0,2,0,0,0,0,0,0,0,1,1,0,5,64,0,0
