url,type,Category,url_len,domain,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address
http://babyboomerhomes.com.au/about-us/faqs,defacement,1,43,babyboomerhomes.com.au,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,35,0,0
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Ff1rUQOmBFLNtIx1Z+%E3%82%A8%E3%83%AD%E6%9C%AC%E3%82%92%E6%8D%A8%E3%81%A6%E3%81%A6%E3%81%8B%E3%82%89%E5%85%84%E3%81%AE%E6%A7%98%E5%AD%90%E3%81%8C%E3%81%8A%E3%81%8B%E3%81%97%E3%81%84+%E6%B9%AF%E5%B7%9D%E7%99%BE%E8%8A%B1++%23ero+%23douga+%23agesage,benign,0,390,twitter.com,0,1,1,1,2,0,101,7,0,0,0,0,1,1,0,132,141,0,0
http://yuehui001.com/meibaiwenda/246.html,defacement,1,41,yuehui001.com,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,6,28,0,0
http://feuer-wehr.de/index.php?option=com_mailto&tmpl=component&link=5ba28aa294f4074477f2b060529afda87299668d,defacement,1,109,feuer-wehr.de,0,1,1,3,2,0,0,0,0,0,0,0,1,1,0,28,67,0,0
http://9779.info/%E6%8A%A5%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware,1,81,9779.info,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,25,29,0,0
http://demunjones.com/index.php?view=article&catid=1:news&id=74:world-premiere-demun-jones-video-wednesday-june-1st&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=1,defacement,1,187,demunjones.com,0,1,7,9,2,0,0,0,0,0,0,0,1,1,0,6,147,0,0
http://kfm-bauplanung.de/index.php/aktuelle-links/19-andere-quellen/9-sema-holzbau-software,defacement,1,91,kfm-bauplanung.de,0,0,7,0,2,0,0,0,0,0,0,0,1,1,0,3,72,0,0
http://gotrsac.org/contactus/inquiries.html,defacement,1,43,gotrsac.org,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,36,0,0
http://javadoplant.nl/es.html?start=24,defacement,1,38,javadoplant.nl,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,2,28,0,0
http://easy-process.de/eigenes-wissensmanagement.html,defacement,1,53,easy-process.de,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,45,0,0
